,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,RH_pred_xg,AH_pred_xg
76,2004-03-13 22:00:00,3.1,1444.25,13.14470430189378,1088.5,214.0,844.0,143.0,1747.5,1623.75,14.649999856949,48.625,0.8059694141072296,48.98899,0.82204825
77,2004-03-13 23:00:00,2.6,1418.0,10.873367154415865,1009.75,172.0,892.0,130.0,1603.0,1536.25,14.700000286102,49.275000572205,0.8193361244198358,47.895447,0.81028634
78,2004-03-14 00:00:00,2.9,1533.5,10.963457959141822,1013.0,190.0,888.5,129.0,1610.75,1534.75,13.949999809265,53.60000038147,0.8497717204331877,54.100784,0.86824036
79,2004-03-14 01:00:00,2.8,1483.5,11.86017851848332,1044.75,174.0,879.75,119.0,1624.25,1529.75,14.649999856949,51.5,0.8536231326791223,48.317818,0.765461
80,2004-03-14 02:00:00,2.5,1366.75,8.624678823055866,924.5,128.0,952.5,104.0,1543.0,1337.0,12.549999952316,58.900000572205,0.8537400738793904,58.697742,0.840653
81,2004-03-14 03:00:00,2.4,1344.0,9.737786456670193,967.75,114.5,920.5,80.08076923076922,1619.75,1278.25,11.649999856949,63.425000190735,0.8674492315744939,63.589676,0.8028689
82,2004-03-14 04:00:00,0.758659217877095,1129.5,5.191654203204007,773.0,70.0,1130.25,82.0,1451.75,1050.5,12.099999904633,61.100001335144,0.8603162131672637,61.87475,0.88335544
83,2004-03-14 05:00:00,1.2,1062.0,3.650423146324865,691.0,53.0,1271.5,70.0,1376.75,929.0,11.475000143051,63.10000038147,0.8532753834381319,64.52776,0.8587969
84,2004-03-14 06:00:00,1.0,1075.75,2.4813419346402656,618.25,44.0,1395.25,63.0,1333.0,872.25,11.599999904633,62.150000572205,0.8472636259100265,62.696175,0.8058701
85,2004-03-14 07:00:00,0.9,1028.25,2.4299844022774177,614.75,74.0,1383.5,67.0,1340.0,853.0,10.399999856949,67.649998664856,0.8529987302926639,62.76239,0.80209243
86,2004-03-14 08:00:00,1.4,1154.5,4.210510136054915,722.25,101.0,1224.75,84.0,1413.75,959.25,11.574999809265,62.674999237061,0.8530382230087753,63.189095,0.8799
87,2004-03-14 09:00:00,1.6,1235.25,6.352276711074662,828.0,118.0,1055.25,83.0,1527.0,1093.25,12.424999952316,60.0,0.8627151273296463,61.03656,0.9072657
88,2004-03-14 10:00:00,2.2,1331.5,8.587110474608117,923.0,144.0,951.75,98.0,1613.75,1225.0,14.525000095367,53.074999809265,0.8727816223552813,53.596546,0.85268456
89,2004-03-14 11:00:00,2.8,1444.75,10.859535166937011,1009.25,176.0,878.25,114.0,1696.0,1355.25,16.875000476837,46.099999427795,0.8789310942666374,46.19965,0.8717022
90,2004-03-14 12:00:00,2.8,1415.5,10.659815662688954,1002.0,161.0,906.75,119.0,1676.5,1261.5,19.300000190735,38.25,0.8474048021414429,38.40811,0.8588134
91,2004-03-14 13:00:00,2.0,1281.25,7.540072456167103,880.0,113.0,1083.75,104.0,1525.0,980.0,21.174999713898,31.449999809265,0.7811957165002227,34.15379,0.88842714
92,2004-03-14 14:00:00,1.8,1207.25,7.5045987950378565,878.5,103.0,1103.5,102.0,1489.5,872.25,21.424999713898,30.199999809265,0.7615918767626616,30.341734,0.8616811
93,2004-03-14 15:00:00,1.9,1257.75,8.160112924625768,905.75,112.0,1081.25,107.0,1511.0,900.25,21.925000190735,28.950000286102,0.7524589545694458,29.529058,0.8071592
94,2004-03-14 16:00:00,3.0,1457.75,11.867358322901142,1045.0,170.0,973.75,129.0,1646.0,1098.5,22.224999904633,28.39999961853,0.7516273241188697,28.641167,0.77394676
95,2004-03-14 17:00:00,2.9,1437.75,12.033004745084428,1050.75,180.0,942.5,128.0,1667.5,1206.25,21.299999713898,30.75,0.7696154919144513,30.36397,0.731689
96,2004-03-14 18:00:00,2.5,1477.75,12.163323306748472,1055.25,160.0,929.25,121.0,1670.75,1262.25,19.650000095367,36.699999809265,0.8307061318496992,36.916073,0.8176887
97,2004-03-14 19:00:00,4.6,1807.5,20.57171487732563,1312.25,261.0,753.25,157.0,1992.75,1697.75,18.374999523163,41.72500038147,0.8731957705577488,41.694305,0.8439263
98,2004-03-14 20:00:00,5.9,1898.0,23.142125805295404,1381.25,325.0,680.5,173.0,2102.75,1904.75,17.625,46.099999427795,0.9209535360575977,45.71943,0.89089084
99,2004-03-14 21:00:00,3.4,1559.5,14.720453409836011,1139.75,217.0,783.75,146.0,1817.5,1648.0,16.650000095367,49.575000762939,0.9319900473249648,48.730446,0.9231511
100,2004-03-14 22:00:00,2.1,1324.25,9.004199247323303,939.5,146.0,923.5,121.0,1587.0,1422.75,16.25,50.950000762939,0.9341472131622557,47.99855,0.84952056
101,2004-03-14 23:00:00,2.2,1348.75,8.83888507899354,933.0,152.0,933.0,119.0,1616.5,1348.75,14.725000143051,55.925000190735,0.9313856224921276,52.685448,0.89827096
102,2004-03-15 00:00:00,1.8,1238.75,7.3575603748787675,872.25,104.0,985.0,99.0,1546.5,1250.25,14.825000047684,54.675001144409,0.9163543254683045,54.690132,0.92835706
103,2004-03-15 01:00:00,1.8,1239.0,6.918207216219388,853.25,106.0,1010.25,93.0,1543.25,1173.75,14.049999952316,57.0,0.9094489367663466,57.332882,0.87837064
104,2004-03-15 02:00:00,1.8,1223.75,6.958191195775006,855.0,108.0,998.25,88.0,1565.75,1148.75,13.350000143051,61.349999427795,0.936085703142246,60.035088,0.9324894
105,2004-03-15 03:00:00,1.1,1078.25,4.429862930483551,734.0,114.5,1128.25,80.08076923076922,1486.75,1020.5,12.599999904633,63.474999427795,0.9230174218998716,64.64855,0.9877951
106,2004-03-15 04:00:00,0.758659217877095,1077.5,3.9959242929204266,710.5,66.0,1150.0,71.0,1467.5,1012.75,12.349999904633,65.35000038147,0.9351122865764487,65.58916,0.9473148
107,2004-03-15 05:00:00,1.0,1074.5,3.8659143375749494,703.25,88.0,1155.75,74.0,1463.75,1010.0,11.899999856949,67.449998855591,0.9375381769341324,67.55751,0.9610585
108,2004-03-15 06:00:00,1.4,1156.75,6.3853200900791585,829.5,138.0,1029.5,80.0,1584.0,1083.0,11.375,70.52499961853,0.9475162243381903,70.30317,0.9760154
109,2004-03-15 07:00:00,2.2,1314.0,9.685046806517573,965.75,228.0,896.75,89.0,1710.25,1234.75,11.324999809265,70.200000762939,0.940095096018487,68.354576,0.95792615
110,2004-03-15 08:00:00,5.5,1796.75,25.870457660998934,1451.0,360.0,652.0,114.0,2323.0,1679.5,12.400000095367,63.875000953674,0.9169546941482681,61.088596,0.9101087
111,2004-03-15 09:00:00,8.1,1961.25,36.69206253067248,1701.0,478.0,536.75,149.0,2665.25,2184.25,14.774999856949,54.324999809265,0.9076095360418625,54.185894,0.8958545
112,2004-03-15 10:00:00,5.8,1770.5,26.6360247644022,1470.0,394.0,621.5,157.0,2261.5,1973.0,17.400000095367,45.64999961853,0.8992981706467373,45.772434,0.9591151
113,2004-03-15 11:00:00,4.2,1563.5,20.11092309343549,1299.5,319.0,709.75,155.0,2029.0,1798.25,19.800000190735,38.525000572205,0.880059991386787,39.899456,0.8693334
114,2004-03-15 12:00:00,3.1,1430.0,14.096485799877708,1119.75,201.0,830.5,134.0,1783.25,1522.0,22.025000095367,34.050000190735,0.8903685188126028,33.148663,0.88233596
115,2004-03-15 13:00:00,2.9,1417.25,14.9257192296359,1146.25,171.0,829.5,119.0,1830.5,1404.0,23.324999809265,32.174999237061,0.9095992195673936,31.60169,0.9319396
116,2004-03-15 14:00:00,2.9,1400.25,15.436141471547911,1162.25,159.0,838.25,111.0,1828.5,1263.25,23.875,29.97500038147,0.8756585288124981,30.510342,0.8969574
117,2004-03-15 15:00:00,2.5,1317.25,12.09085021877653,1052.75,153.0,926.0,104.0,1706.75,1137.0,24.449999809265,28.900000095367,0.873591912397843,29.741087,0.93909633
118,2004-03-15 16:00:00,2.3,1317.75,11.524820242423965,1033.0,143.0,949.75,99.0,1675.0,1068.0,24.375,29.39999961853,0.8847617117200978,30.22611,0.91781235
119,2004-03-15 17:00:00,2.8,1445.25,14.759833471701361,1141.0,156.0,856.5,110.0,1823.5,1251.5,23.849999904633,31.325000762939,0.913735211108514,31.045206,0.9183256
120,2004-03-15 18:00:00,6.1,1917.0,32.14884367945396,1600.5,314.0,631.25,162.0,2447.0,1843.25,22.549999237061,35.375000953674,0.9546998207473483,35.975292,0.9981487
121,2004-03-15 19:00:00,8.0,2039.75,39.20233967931091,1754.25,404.0,542.25,187.0,2679.0,2122.25,20.425000667572,42.5,1.0086313341074233,42.429657,1.039518
122,2004-03-15 20:00:00,6.5,1894.75,30.961305060452627,1573.25,320.0,565.0,165.0,2442.75,1991.5,18.275000095367,52.625000953674,1.0945180933132785,52.17241,0.98883796
123,2004-03-15 21:00:00,4.2,1594.5,19.895621463254436,1293.5,256.0,678.25,145.0,2057.5,1707.0,16.650000095367,57.375,1.0786268914239705,55.904675,0.8954556
124,2004-03-15 22:00:00,3.2,1438.5,15.31585504960172,1158.5,193.0,764.25,125.0,1856.25,1494.25,15.699999809265,60.150000572205,1.0653715549625937,58.522217,0.9296358
125,2004-03-15 23:00:00,1.4,1141.5,6.895403347240391,852.25,89.0,1008.25,101.0,1547.25,1164.25,15.250000238419,61.449998855591,1.0579554990778919,60.463524,0.9875965
126,2004-03-16 00:00:00,2.1,1303.6666666667,11.139929168771717,1019.3333333333,127.0,852.33333333333,103.0,1731.3333333333,1271.6666666667,14.066666603088,65.699999491374,1.049372403097042,65.05985,0.9137161
127,2004-03-16 01:00:00,1.2,1074.25,5.40550061636386,783.5,79.0,1097.75,88.0,1483.0,1039.75,14.825000047684,60.550001144409,1.0148194658330398,57.22254,0.9021006
128,2004-03-16 02:00:00,0.8,968.0,2.810688037123539,640.0,43.0,1319.5,61.0,1385.75,866.75,14.75,59.224999427795,0.9879081107816498,58.467194,0.89170164
129,2004-03-16 03:00:00,0.7,929.25,2.325061547147355,607.5,114.5,1375.5,80.08076923076922,1364.25,825.75,13.624999761581,62.050000190735,0.9635549956184191,60.9426,0.94924736
130,2004-03-16 04:00:00,0.758659217877095,941.0,2.5891783027743425,625.5,59.0,1315.75,59.0,1373.25,839.75,12.324999809265,66.150000572205,0.9450361951968503,65.97297,0.9278033
131,2004-03-16 05:00:00,0.6,937.0,2.0087426345174735,584.75,38.0,1411.5,52.0,1348.0,792.5,12.75,63.22500038147,0.9282898040213576,62.294266,0.9127744
132,2004-03-16 06:00:00,0.9,1017.0,3.4826893251173856,681.25,82.0,1245.75,64.0,1417.5,869.5,11.174999952316,68.47500038147,0.9081071231015929,68.56774,0.93006694
133,2004-03-16 07:00:00,1.3,1171.25,5.131232180692032,770.0,99.0,1161.75,70.0,1466.75,930.0,10.975000143051,66.5,0.8705229495981881,62.63666,0.83922434
134,2004-03-16 08:00:00,3.4,1541.0,16.17445704918363,1185.0,263.0,770.0,97.0,1888.75,1406.5,11.674999952316,63.650000572205,0.8719365877065632,63.158207,0.9628349
135,2004-03-16 09:00:00,3.7,1539.25,19.663493856394243,1287.0,229.0,697.5,95.0,2054.75,1507.0,13.625,56.299999237061,0.8742650471769098,57.07709,0.97074234
136,2004-03-16 10:00:00,5.3,1734.75,25.05515030336349,1430.5,396.0,628.25,150.0,2211.0,1843.25,17.824999332428,42.875,0.8672254631723162,46.915817,0.9225311
137,2004-03-16 11:00:00,4.1,1571.0,20.003148782861153,1296.5,314.0,730.0,162.0,1972.75,1729.0,21.449999809265,33.324999332428,0.8416712958240697,33.050434,0.86946106
138,2004-03-16 12:00:00,3.3,1451.75,18.347057576589474,1249.5,217.0,775.5,154.0,1868.25,1583.25,24.375,27.35000038147,0.8230691655452694,27.01425,0.8152625
139,2004-03-16 13:00:00,4.0,1579.0,22.308582975669996,1359.25,252.0,724.0,161.0,1997.75,1670.75,25.250000476837,26.075000286102,0.8263807552458209,26.177704,0.81223565
140,2004-03-16 14:00:00,3.8,1466.25,20.444779979264574,1308.75,263.0,772.5,161.0,1897.0,1491.25,25.825000286102,23.150000095367,0.7589369630881299,22.402506,0.7772383
141,2004-03-16 15:00:00,2.8,1279.75,14.610427960363092,1136.25,180.0,892.75,128.0,1675.25,1239.75,27.0,20.200000286102,0.7093615130294146,18.322126,0.71769595
142,2004-03-16 16:00:00,2.9,1407.0,16.553254344130867,1196.5,184.0,905.25,129.0,1758.75,1313.0,28.249999523163,18.574999809265,0.7013857388336394,21.807795,0.81144005
143,2004-03-16 17:00:00,2.9,1388.75,15.78318309681854,1173.0,190.0,898.25,133.0,1739.0,1363.25,27.974999904633,19.10000038147,0.709825085363188,18.752073,0.75932145
144,2004-03-16 18:00:00,3.4,1447.25,17.83994777641898,1234.75,184.0,858.75,139.0,1778.0,1295.75,23.900000095367,25.699999809265,0.7518910408124666,25.665174,0.7503089
145,2004-03-16 19:00:00,3.9,1551.0,19.09705933715707,1271.0,181.0,800.25,137.0,1874.5,1432.25,21.349999904633,34.77499961853,0.8729931333855647,33.93387,0.81553954
146,2004-03-16 20:00:00,3.2,1473.5,15.766968720541028,1172.5,166.0,854.25,143.0,1776.0,1431.75,20.425000190735,36.675000190735,0.870389489318189,34.11253,0.83547574
147,2004-03-16 21:00:00,5.1,1799.5,24.877671870607216,1426.0,317.0,700.0,177.0,2105.5,2033.5,19.025000095367,41.349999427795,0.9007307308826996,41.076454,0.82447
